bodyType,color,description,engine,engineDisplacement,enginePower,fuelType,equipment_dict,mileage,card_type,brand,model_name,model_name2,name,datetime,parsing_unixtime,productionDate,sell_id,vehicleTransmission,Владельцы,ПТС,Привод,Руль,Состояние,Таможня,price,Владение
хэтчбек 3 дв.,чёрный,"Продаётся интересный авто, для тех у кого есть время и руки, взял для себя но перегорел , машина на ходу но есть минусы надо менять гур и пару сальников. есть косяки по кузову, хороший торг у капота. Обмен  есть с доплатой в обе стороны.",2.0 л / 122 л.с. / Бензин,2.0 л , 122 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2051006/ac35ac0074d54be66acc476637e5a9ac/1200x900', 'km-age': 200000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 122, 'price': 129000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1985}",200 000 км,Б/у,Honda,Accord,III,2.0 MT (122 л.с.),2021-05-12 02:12:00.336797+03:00,1620774720,1985,№ 1099390618,механическая,3 или более,Дубликат,передний,Правый,Не требует ремонта,Растаможен,129 000 ₽,
купе,серебристый,Состояние хорошее звоните что интересует спрашивать,1.7 л / 120 л.с. / Бензин,1.7 л , 120 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMVKusuncCiZLIZmjbCBuvSI37XlJMcQMO34fyuPIOCc_6XFtKP8Z6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 190000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 120, 'price': 230000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2001}",190 000 км,Б/у,Honda,Civic,VII,1.7 AT (120 л.с.),2021-05-12 02:12:01.094180+03:00,1620774721,2001,№ 1102286952,автоматическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,230 000 ₽,
седан,серебристый,"В хорошем состояний есть не большые не дочеты не без этого машина не новая .ВВБ В ОТЛИЧНОМ СОСТОЯНИЙ . Комплектация Комплект 2 ключа . ПТС оригинал . Круиз контроль .Электро стеклоподъемники , электро складывание зеркал . Любые проверки за ваш счат пожалуйста . Торг уместен у капота . ",1.3 л / 95 л.с. / Гибрид,1.3 л , 95 л.с. , Гибрид,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'HYBRID', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMWK-opn8GiNeBNmDGUVeWGJXDSwZIaRcXh5vegatHRJvnESIKGrJqCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 144000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 95, 'price': 479990, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'VARIATOR', 'type': '', 'year': 2007}",144 000 км,Б/у,Honda,Civic,VIII,Hybrid 1.3hyb CVT (95 л.с.),2021-05-12 02:12:01.977169+03:00,1620774721,2007,№ 1102335099,вариатор,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,479 990 ₽,
хэтчбек 3 дв.,жёлтый,"Бодрая для 1.4, простая, как 2 копейки. Минимум электрики, без A/с, зато теплая зимой(с попогрейкой). Стоит на учёте на родном человеке, даже может присутствовать. Абс левый передний провод к датчику отрезан, видно с разборки что то меняли, так на все и забили (скоро устраню). С Srs не разбирался. Зато полностью новая подвеска спереди, тормоза вкруг, грм с роликом и помпой. Новое лето, зима в придачу. Поменял прокладку гбц со шлифовкой. Заменю в ближайшее время лобовое стекло. Один недосервис поднял за не штатное место и подмял левый порог. Заварю или так оставлю. Штатные места домкратятся отлично. ",1.4 л / 90 л.с. / Бензин,1.4 л , 90 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hYUJO8tk8CiN-YVymDFB-nQI3CKw8ZPFMDhs_Gub9KJdPHCRdjd-M-CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 256000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 90, 'price': 195000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 2001}",256 000 км,Б/у,Honda,Civic,VII,1.4 MT (90 л.с.),2021-05-12 02:12:02.829256+03:00,1620774722,2001,№ 1100910632,механическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,195 000 ₽,3 года и 1 месяц
внедорожник 5 дв.,белый,"ТЕХНИЧЕСКИЙ ЦЕНТР КУНЦЕВО – официальный дилер!-У нас представлен широкий выбор автомобилей с пробегом.-Более 500 комплектов шин, дисков, колес в сборе.-Установка дополнительного оборудования и охранных комплексов.-Услуги станции технического обслуживания официального дилера!-Услуги страхования и кредитования, более 10 банков партнёров, возможность одобрения за час!___________________________________________________________ВСЕ АВТОМОБИЛИ ПРОШЛИ:∙ Криминалистическую и юридическую проверку,∙ Комплексную диагностику,∙ Вы получаете лист с официальным заключением о состоянии автомобиля.ДЛЯ ВАС:∙ Работает команда профессионалов,∙ Удобный подъезд с МКАД,∙ Большая парковка для клиентов,∙ Крытый шоу-рум.Комплектация:• Антиблокировочная система• Система курсовой устойчивости• Сигнализация• Иммобилайзер• Центральный замок• Бортовой компьютер• Круиз-контроль• Регулировка сиденья водителя• Регулировка сиденья пассажира• Электростеклоподъемники передние и задние• Климат-контроль 1-зонный• Подогрев сидений водителя и пассажира• Мультифункциональное рулевое колесо• Тканевая обивка салона• Руководство",2.0 л / 150 л.с. / Бензин,2.0 л , 150 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQWLOgvk8CiMbFPzmDJVOWILX6BnZBPRc_ttKOqPtmIIvDCFIaN_5yCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 69560, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CR_V', 'modelName': 'CR-V', 'power': 150, 'price': 1336000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2012}",69 560 км,Б/у,Honda,CR-V,IV,2.0 AT (150 л.с.) 4WD,2021-05-12 02:12:03.587639+03:00,1620774723,2012,№ 1102713250,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 336 000 ₽,
седан,серый,"Авто полностью обслужен, 13.04 2021. Была произведена замена гранаты внутрении, лево-право. Шаровая,( нижняя правая-левая)ступичные подшибники (перед, лево-право) рулевые тяги +наконечники,салиенблоки нижних рычагов,замена масло в коробке, замена масло в двигателе, авто не трисет, не пинает, не дёргает,  2года езжу. ",2.4 л / 200 л.с. / Бензин,2.4 л , 200 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQYLu8pmsiiMeAfzGrICLnUd3aFkMJKQZSztaegaNGHcq6XRoKK_ZmCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 220000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 200, 'price': 680000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2010}",220 000 км,Б/у,Honda,Accord,VIII,2.4 AT (200 л.с.),2021-05-12 02:12:04.339838+03:00,1620774724,2010,№ 1102424808,автоматическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,680 000 ₽,1 год и 11 месяцев
внедорожник 5 дв.,белый,,2.4 л / 194 л.с. / Бензин,2.4 л , 194 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/3939611/32079c69c0309118ac062ed91218158b/1200x900', 'km-age': 220000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CROSSTOUR', 'modelName': 'Crosstour', 'power': 194, 'price': 1380000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2014}",220 000 км,Б/у,Honda,Crosstour,I Рестайлинг,2.4 AT (194 л.с.),2021-05-12 02:12:05.039397+03:00,1620774725,2014,№ 1102448005,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,Растаможен,1 380 000 ₽,6 лет и 6 месяцев
седан,чёрный,"Преимущества нашего автосалона; КАЖДЫЙ АВТОМОБИЛЬ ОБЛАГАЕТСЯ ГОДОВОЙ ТЕХНИЧЕСКОЙ ГАРАНТИЕЙ,ГАРАНТИЕЙ ОБЛАГАЮТСЯ ВСЕ АВТОМОБИЛЕ ПРЕДСТАВЛЕННЫЕ В АВТОСАЛОНЕ!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! КРЕДИТ НА ЛЮБОЙ АВТОМОБИЛЬ БЕЗ ПЕРВОНАЧАЛЬНОГО ВЗНОСА БЕЗ НАКРУТОК И ОФОРМЛЕНИЯ ДОПОЛНИТЕЛЬНЫХ СТРАХОВОК БОЛЕЕ 20 БАНКОВ ПАРТНЕРОВ - 1 год технической гарантии на КПП и двигатель, без ограничения пробега ( от сервис - партнёра) . - гарантия юр. чистоты . -безопасность сделки на всех ее этапах. - помощь в постановке на учёт. сохранение гос. номеров, оформление ДКП . - обмен по системе trade in . - тест - драйв любого автомобиля!!",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMQJOwonMiiOLtOzTaQCbmIJHXRlckdQsbs46f_bdbWIfrEQtLY-MuCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 157000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 445000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2006}",157 000 км,Б/у,Honda,Civic,VIII,1.8 AT (140 л.с.),2021-05-12 02:12:06.119798+03:00,1620774726,2006,№ 1102045517,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,Растаможен,445 000 ₽,10 лет и 2 месяца
седан,белый,"Приобреталась после небольшого ДТП. Просьба с глупыми вопросами не звонить, вопросы как ставить ее на учет не задавать, адекватным людям помогу. По телефону не торгуюсь.Ранее была на пневме  Сразу опишу работы проводимые по Т/С:-Замена телевизора (новый)-Замена переднего бампера (новый)-Замена переднего левого крыла (новый, крашена из болона) -Замена всех ступиц в круг -Замена сцепления в сборе ( Honda) -Замена дросселя ( контракт) -Замена передних сидений от Accord cl9 -Замена почти всей подвески.-Замена руля с китайского МОМО на оригинал  -Замена всех жидкостей, прокладках и сальников.Спеки:-Свап B20  -Тормоза от Accord euro R-Пружины -30-Новый выхлоп Что нужно делать:- Замена капота и петли ( бюджет 10т/р с работами)-Купить новые накладки на пороги (бюджет  2т/р )- Фонарь задний правый (бюджет 500р)- Заменить втулки на кулисе КПП (2000т/р)По дну т/с живая собственно говоря это и была причина ее покупки. ",1.6 л / 125 л.с. / Бензин,1.6 л , 125 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQUKugrn8qiMeUYzjfIUuTSI3XSwcAdRcXit_Oga9fUcq2eQIOOrM6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 278125, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 125, 'price': 198000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1998}",278 125 км,Б/у,Honda,Civic,VI,1.6 MT (125 л.с.),2021-05-12 02:12:06.864899+03:00,1620774726,1998,№ 1102882402,механическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,198 000 ₽,
седан,зелёный,"Машина куплена в 2014г, 2 года назад переварил и покрасил. По мотору, ходовой и кузову нареканий нет, с машиной отдаю 2 комплекта колес: зима 15’’ - новая резина, лето 16’’ - резине один сезон.",2.0 л / 160 л.с. / Бензин,2.0 л , 160 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2166616/7884941589f4474de7356cbf6a93b011/1200x900', 'km-age': 375000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'INSPIRE', 'modelName': 'Inspire', 'power': 160, 'price': 600000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 1997}",375 000 км,Б/у,Honda,Inspire,II,2.0 AT (160 л.с.),2021-05-12 02:12:07.583184+03:00,1620774727,1997,№ 1102346323,автоматическая,3 или более,Дубликат,передний,Правый,Не требует ремонта,Растаможен,600 000 ₽,7 лет и 3 месяца
компактвэн,чёрный,"Машина в отличном состоянии,первый владелец привез с аукциона в Японии(ПТС оригинал,2 владельца).Очень экономичная и вместительная,ТО делали  во время, достаточно резвая для своих сил. Есть косяки по кузову,фото позже добавлю, ржавчина на задних арках. Резина свежая, штатные литые диски+ комплект зимней резины на литых дисках.Плюшки по комплектации: Задние электродвери , бесключевой доступ, климат-контроль, управление мультимедией на руле, подогрев зоны дворников.Возможен торг,куда без него )Произошло дтп, притёрли переднее правое крыло ",1.5 л / 118 л.с. / Бензин,1.5 л , 118 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/3918906/2546fda8b63a14a57d0e85843a08f528/1200x900', 'km-age': 155000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'FREED', 'modelName': 'Freed', 'power': 118, 'price': 725000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'VARIATOR', 'type': '', 'year': 2009}",155 000 км,Б/у,Honda,Freed,I,1.5 CVT (118 л.с.),2021-05-12 02:12:08.451290+03:00,1620774728,2009,№ 1101855999,вариатор,2 владельца,Оригинал,передний,Правый,Не требует ремонта,Растаможен,725 000 ₽,1 год и 11 месяцев
внедорожник 5 дв.,чёрный,"Продаю машину. Первый хозяин - брат. В ПТС указано 4 в связи с заменой номеров. Состояние отличное. Автомобиль полностью технически исправен, что подтверждается электронной книжкой. Вся электрика и узлы работают как им положено. На машине установлена спутниковая сигнализация, а также замок Multilock на АКПП. 2 комплекта резины (зима/лето). Автомобиль не бит и не крашен. На все дополнительные вопросы отвечу по телефону. Автосалоны и перекупщики, просьба не звонить.",2.0 л / 150 л.с. / Бензин,2.0 л , 150 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hUQLeoon8-iOOJPyTHECeyCI3OCw8MaFMXhv6GhOdWFI67HE9OO-Z2CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 125500, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CR_V', 'modelName': 'CR-V', 'power': 150, 'price': 1200000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2011}",125 500 км,Б/у,Honda,CR-V,III Рестайлинг,2.0 AT (150 л.с.) 4WD,2021-05-12 02:12:09.251986+03:00,1620774729,2011,№ 1103484046,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 200 000 ₽,2 года и 6 месяцев
внедорожник 3 дв.,серебристый,"Из-за расширении семьи, продаётся хороший автомобиль. За время владения менялись только расходники и масло. На правой задней арке есть коррозия, к сожалению это болезнь многих хонд. Было одно ДТП, где была повреждена краска на заднем бампере. Днище в хорошем, для своих лет состоянии. На авто был поставлен кондиционер! (покупался без этой опции) Но из-за отсутствия времени поменять ЭБУ не смог, кондиционер работает на выносной кнопке. Всё нюансы по правой арке и кондиционеру расскажу на месте. В комплект к машине идёт регистратор и летняя резина сезона на 3.В салон не поставлю.Добавил новые фото с разных сторон.БЕЗ ТОРГА. В мае машину доведу до ума и цена вырастет. ",1.6 л / 105 л.с. / Бензин,1.6 л , 105 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMQLOEun8-iNuEcyTOTCbnVISSCw8MZEcHntaGqPtjUcvqfRdjcqsuCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 264859, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'HR_V', 'modelName': 'HR-V', 'power': 105, 'price': 250000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 1999}",264 859 км,Б/у,Honda,HR-V,I,1.6 MT (105 л.с.),2021-05-12 02:12:09.946115+03:00,1620774729,1999,№ 1102442481,механическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,250 000 ₽,4 года и 3 месяца
внедорожник 5 дв.,серый,"Куплена у официального дилера.Комплектация: EXECUTIVE - обивка сидений кожей, люк, камера заднего вида, сабвуфер, тонировка задних стекол и др. (более полный список см. во вложенном файле)Дополнительное оборудование:Блокиратор АКПП “CONSTRUCT”Защита картера композитнаяЗащита радиатора (решетки)Дефлекторы оконОдин собственник. Один водитель. Без участия в ДТП. Эксплуатация только в г.Москве и МО.Состояние отличное. Гаражное хранение.Все ТО проходил своевременно и только у официального дилера. Сервисная книжка имеется.",2.4 л / 190 л.с. / Бензин,2.4 л , 190 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMWL-kjnc6iN7MYzWKVA7nTJH_RwJQeRcC0tKOrPdmBcvDAQNSL-M6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 65000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CR_V', 'modelName': 'CR-V', 'power': 190, 'price': 1750000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2014}",65 000 км,Б/у,Honda,CR-V,IV,2.4 AT (190 л.с.) 4WD,2021-05-12 02:12:10.737449+03:00,1620774730,2014,№ 1103364394,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 750 000 ₽,6 лет и 10 месяцев
седан,чёрный,"ТЕХНИЧЕСКИЙ ЦЕНТР КУНЦЕВО – официальный дилер!-У нас представлен широкий выбор автомобилей с пробегом.-Более 500 комплектов шин, дисков, колес в сборе.-Установка дополнительного оборудования и охранных комплексов.-Услуги станции технического обслуживания официального дилера!-Услуги страхования и кредитования, более 10 банков партнёров, возможность одобрения за час!___________________________________________________________ВСЕ АВТОМОБИЛИ ПРОШЛИ:∙ Криминалистическую и юридическую проверку,∙ Комплексную диагностику,∙ Вы получаете лист с официальным заключением о состоянии автомобиля.ДЛЯ ВАС:∙ Работает команда профессионалов,∙ Удобный подъезд с МКАД,∙ Большая парковка для клиентов,∙ Крытый шоу-рум.",2.0 л / 155 л.с. / Бензин,2.0 л , 155 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4459107/ee0b8ccd8111f952a9b0d30841c655ad/1200x900', 'km-age': 202291, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 155, 'price': 515000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",202 291 км,Б/у,Honda,Accord,VII Рестайлинг,2.0 AT (155 л.с.),2021-05-12 02:12:11.452932+03:00,1620774731,2007,№ 1102609028,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,515 000 ₽,
седан,белый,"Предлагаю к продаже авто ,с момента его выезда из автосалона оно мое ,вписанные в птс 3 человека я и есть третий,но ,кроме как пару раз в качестве пассажиров больше в ней они и не сидели,,все выше сказаное могу доказать фотками при личной встречи с вами и вашими деньгамиПо проделанным работамТак как комплектация самая бедная ,сейчас салон другого цвета ,последнее фото сделано с вспышкой ,на самом деле более темный,Музыка полностью другая,линзы в головном поменяны,шумка,,на 155000 пробеге комплект грм ,цепь ,натяжитель ,шестернь и тд.За данным авто ухаживать по тех части умею так как Хонда эта у меня четвёртая !Не красился ,и не бился .На сайте гибдд какая то ошибка что как будто было дтп ,его не было ,проверяйте приборамиВообщем кому нужен авто ,обращайтесь,торга нет,хотите торговаться в интернет есть другие предложения!",2.4 л / 180 л.с. / Бензин,2.4 л , 180 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1907806/3c5864243ecdd083f7370a383427c9df/1200x900', 'km-age': 182000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 180, 'price': 1150000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2013}",182 000 км,Б/у,Honda,Accord,IX,2.4 AT (180 л.с.),2021-05-12 02:12:12.089135+03:00,1620774732,2013,№ 1044324665,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,1 150 000 ₽,7 лет и 3 месяца
