bodyType,color,description,engine,engineDisplacement,enginePower,fuelType,equipment_dict,mileage,card_type,brand,model_name,model_name2,name,datetime,parsing_unixtime,productionDate,sell_id,vehicleTransmission,Владельцы,Владение,ПТС,Привод,Руль,Состояние,Таможня,price
седан,чёрный,"По птс 5 владельцев, но по факту 2:Первый - учредитель ооо, переоформлял с фирмы на себяВторой - с 2014г в одной семье. Полный привод! Вас остановит только клиренс. На техническом обслуживании не экономили: всегда замена масла каждые 10т/км, только на 200т/км пробега перевели с масла 0/30 на 5/50, что говорит о прекрасном состоянии двигателя, масло не ест. Самый надежный двигатель в серии. Хранится на тёплом паркинге За последний год вложено (~150тр):Замена приводного ремня с роликами,ремонт всех моторчиков замков дверей, замена всех амортизаторов на каяба, передние сайлент блоки Лимфордер, замена моторчика печки bohr,Замена помпы оригинал гидроусилителя и ож,Чистка дросселя,Замена свечей,Ремкомплект вакуумного усилителя,Мойка всех радиаторов. Масло в коробке на 190ткм. Замена топливного насоса (~80тр) на 150ткм. Есть сервисная книжка. Можно об этих работах забыть на долгое будущее. Из минусов:У прошлого владельца было дтп: ремонт крыла и замена фары.Гудит редуктор с пробега 170ткм, в диапазоне скорости 80-100кмч, подскажу где качественно ремонтируют его. Состояние лкп - не перекрашивали и не полировали за всю ее жизнь,Поцеловали в задний бампер. Притерты передние крылья.Хром с молдингов подоблез. Два комплекта оригинальных дисков с летней и зимней резиной. Авто любимый, как член семьи, но хочу более динамичный бмв x6m. Возможен обмен. Вин YV1AS9856A1125975Гн к952ук199",3.2 л / 238 л.с. / Бензин,3.2 л , 238 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4119446/a51b8d183e6b5a41716542b17d93b9cf/1200x900', 'km-age': 213000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 238, 'price': 800000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2010}",213 000 км,Б/у,Volvo,S80,II,3.2 AT (238 л.с.) 4WD,2021-05-12 02:14:07.355542+03:00,1620774847,2010,№ 1103484112,автоматическая,2 владельца,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,800 000 ₽
седан,синий,Не работает: датчик включения вентилятора. Разбито правое заднее стекло двери. ,2.9 л / 272 л.с. / Бензин,2.9 л , 272 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hURKuornsCiNLJOnjeQB-nQcCOLwcEZFMXgtf36bdiBc6vFRdmO_86CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 298000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 272, 'price': 230000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2003}",298 000 км,Б/у,Volvo,S80,I Рестайлинг,2.9 AT (272 л.с.),2021-05-12 02:14:08.273147+03:00,1620774848,2003,№ 1091104022,автоматическая,3 или более,2 года и 9 месяцев,Оригинал,передний,Левый,Не требует ремонта,Растаможен,230 000 ₽
универсал 5 дв.,пурпурный,"Рабочая машина сел, завёл поехал. Есть недочёты всё по телефону. ",2.4 л / 82 л.с. / Дизель,2.4 л , 82 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2192078/15387cb104d11d5d3a9651fb4dd29839/1200x900', 'km-age': 300000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': '240_SERIES', 'modelName': '240 Series', 'power': 82, 'price': 150000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1992}",300 000 км,Б/у,Volvo,240 Series,1974-1993,2.4d MT (82 л.с.),2021-05-12 02:14:09.009569+03:00,1620774849,1992,№ 1101118591,механическая,3 или более,,Оригинал,задний,Левый,Не требует ремонта,Растаможен,150 000 ₽
седан,чёрный,"S80 в очень хорошем состоянии как внешне так и по технике, полностью обслужена в жирной комплектации, без ключевой доступ, адаптивные фары, контроль слепых зон и т.д., владею почти два года, заинтересует звоните все подробно расскажу, в помощи с продажей не нуждаюсь, торг уместен., было не большое дтп машина стояла на парковке безопасность целая, на скорость ничего не влияет, по косметике придётся чутка потрудиться",4.4 л / 315 л.с. / Бензин,4.4 л , 315 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQYL-sjnciiYrUVymLFA-zVIXSGxMUfGpDns_SuP9fSLvqTSNeM8JSCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 273000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 315, 'price': 510000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2008}",273 000 км,Б/у,Volvo,S80,II,4.4 AT (315 л.с.) 4WD,2021-05-12 02:14:09.821744+03:00,1620774849,2008,№ 1101827673,автоматическая,3 или более,,Дубликат,полный,Левый,Не требует ремонта,Растаможен,510 000 ₽
универсал 5 дв.,чёрный,"Я третий собственник, ПТС оригинал, в комплекте летняя резина, откатал сезон на ней. Радиаторы мытые, масло в коробке заменено, течей никаких нет. В дтп не участвовала.",2.4 л / 205 л.с. / Дизель,2.4 л , 205 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSJe8qm8miNuUVmDbCAOWHc3CDx8IbQMXlsPyrOdmHda6eFdCKq5-CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 309000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC70', 'modelName': 'XC70', 'power': 205, 'price': 960000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2009}",309 000 км,Б/у,Volvo,XC70,II,2.4d AT (205 л.с.) 4WD,2021-05-12 02:14:10.724278+03:00,1620774850,2009,№ 1102670175,автоматическая,3 или более,10 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен,960 000 ₽
внедорожник 5 дв.,чёрный,"Автомобиль в отличном состоянии. Как говорится, сел и поехал. В ДТП не учавствовал (на днях у подъезда стукнули, пробили задний фонарь), пробег реальный. По кузову нареканий нет. Ходовая в идеальном состоянии. Масло поменял на 120т км.Перекупы и автосалоны не беспокоить! Продаю сам!Могу рассмотреть варианты обмена на авто покрупнее (tahoe, escalade, explorer, highlander, patrol), по данному вопросу пишите.Торг у капота!",2.5 л / 210 л.с. / Бензин,2.5 л , 210 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4365524/046e679af77013d4230c355f95cd16c8/1200x900', 'km-age': 122761, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 210, 'price': 1200000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2012}",122 761 км,Б/у,Volvo,XC90,I Рестайлинг,2.5 AT (210 л.с.) 4WD,2021-05-12 02:14:11.560252+03:00,1620774851,2012,№ 1102571155,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 200 000 ₽
хэтчбек 5 дв.,белый,"Продаю Volvo v40 cross country 1.6 дизель. Машина покупалась в major expert  1,5 года назад,некоторое время была на гарантии major+. За подбором данного авто обращались в компанию Ильдар Автоподбор. Выбором очень довольны, машина шустрая, очень экономичная (средний расход 7 литров), надёжная. Богатая комплектация. Крашеных деталей нет, в дтп не участвовала. Причина продажи, нужен авто с большим багажником. С машиной отдам комплект летней резины. Обмен не интересует. Торг у капота.",1.6 л / 115 л.с. / Дизель,1.6 л , 115 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMWLOgqks2iMrMfmmXEVbjUdn6FxsAZG5Wwv_apOYaEL63FQoTdr5-CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 145000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'V40_CC', 'modelName': 'V40 Cross Country', 'power': 115, 'price': 1070000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2013}",145 000 км,Б/у,Volvo,V40 Cross Country,I,1.6d AMT (115 л.с.),2021-05-12 02:14:12.417351+03:00,1620774852,2013,№ 1102726298,роботизированная,3 или более,1 год и 10 месяцев,Оригинал,передний,Левый,Не требует ремонта,Растаможен,1 070 000 ₽
седан,пурпурный,,2.0 л / 143 л.с. / Бензин,2.0 л , 143 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2088079/8930e1f05c2d9d086a9f67de8764ffbe/1200x900', 'km-age': 300000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': '850', 'modelName': '850', 'power': 143, 'price': 100000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1992}",300 000 км,Б/у,Volvo,850,1991-1997,2.0 MT (143 л.с.),2021-05-12 02:14:13.042977+03:00,1620774853,1992,№ 1100080424,механическая,3 или более,1 год и 9 месяцев,Оригинал,передний,Левый,Не требует ремонта,Растаможен,100 000 ₽
седан,синий,,2.5 л / 231 л.с. / Бензин,2.5 л , 231 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4365524/43c3b9a94eb855251ea9a7d060593791/1200x900', 'km-age': 185000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 231, 'price': 860000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2010}",185 000 км,Б/у,Volvo,S80,II Рестайлинг,2.5 AT (231 л.с.),2021-05-12 02:14:13.702394+03:00,1620774853,2010,№ 1102405316,автоматическая,1 владелец,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,860 000 ₽
седан,коричневый,"Любые проверки приветствуются!! Фактически начало пользования 2015 год. Автомобиль приобретался у ОД VOLVO Обухов для личного пользования, на заказ. Обслуживался там же до момента окончания гарантии, потом в автоцентр Билпрайм, специализирующемся на обслуживании автомобилей Volvo. Все заказ-наряды можно запросить в обеих центрах. Эксплуатировался аккуратно, по пробкам редко, т. к. офис в Подмосковье. Новые резина, аккумулятор, сайлентблоки, тормозные диски, колодки. В коробке замена масла на очередном ТО 160 тыс км. Масло в двигателе менял через 10тыс км пробега. Машиной очень доволен, ухожена, обслужена . Богатая комплектация. Салон некурящий. Потрясающий мощный звук Premium sound HARMAN/KARDON, DVD 5.1,HDD, MP3. Два ключа, один в упаковке.  Летняя/зимняя резина на дисках. Продажа предпочтительно юр.лицу по безналу. С продажей не тороплюсь, сам пользуюсь пока. СПЕЦИФИКАЦИЯ :ЭкстерьерБампера, окрашенные в цвет кузоваБоковые зеркала заднего вида, q  в цвет кузова. Боковые стекла закаленные, без водоотталкивающего покрытияЛегкосплавные диски 17"" PANDORAОтделка переднего бампера хромированными вставкамиПороги и ""юбки"" бамперов - в цвет кузоваРешетка радиатора стандартнаяИнтерьер3-хспицевое рулевое колесо, отделанное кожей с декоративными вставкамиГрафическая панель приборов 8""Держатель для парковочного талонаОтделение для хранения мелочей за центральной консольюОтделения для хранения мелочей в передних дверяхОтделка MILLED ALUMINUMОтделка рукоятки КПП кожейОтделка рулевого колеса кожей (в цвет салона)Подстаканники в заднем подлокотникеПодстаканники в центральной консолиРучки управления магнитолой и климат-контролем с хромированной окантовкойХромированная окантовка боковых оконХромированная окантовка диффузоров вентиляцииХромированные молдинги в нижней части дверейХромированные молдинги в районе задних фонарей КомфортАвтоподъём и автоопускание стёкол всех дверейБоковые зеркала с подогревом и электроприводомЗапасное колесо 125/80 R17 (докатка)Зеркала заднего вида с электроприводом складывания; Подсветка в боковых зеркалах заднего видаЗеркала косметические для водителя и пассажира, с подсветкойЗнак аварийной остановкиКрепление для детского сиденья, ISOFIX на задних сиденьяхКруиз контрольМеханическая блокировка замков задних дверейМеханическая регулировка высоты пассажирского сиденьяПередний подлокотникПодогрев заднего стеклаПодогрев передних сиденийПодсветка интерьера, не включая подсветку ручки КПППодсветка ручки КППРулевая колонка регулируемая по высоте и вылетуФильтр салонаФункция отпускания стояночного тормоза при трогании с местаЦентрализованное открытие/закрытие стекол дверей и люка с пультаЭлектрический подогреватель воздуха (быстрый прогрев салона)Электропривод водительского сиденья, с памятью положений сидений и боковых зеркал БезопасностьCity Safety, 2 поколениеАнтиблокировочная система тормозов ABS с контролем тягиБоковые подушки безопасности SIPSГабаритные огниДневные ходовые огниДневные ходовые огни (LED)Дополнительный стоп - сигналЗадний противотуманный фонарь с автоотключениемИнтеллектуальная информационная система водителя (IDIS)Надувные занавески безопасности, ICПодушка безопасности пассажираПодушки безопасности водителя и пассажираРазделённые фары ближнего и дальнего светаРемни безопасности с преднатяжителями (передние, задние)Сигнализация непристегнутого ремня безопасности передние сиденьяСистема защиты от плетевых травм WHIPS, передние сиденьяСистема помощи при экстренном торможении, EBAФиксированные задние подголовникиФункция мигания стоп-сигналов при экстренном торможении Мультимедийные системы и связьВход AUXРусский язык для компьютера и магнитолыУправление аудиосистемой на рулевом колесе Противоугонные системыДатчик объема противоугонной системыДатчик уровня автомобиля противоугонной системыЗащита замка двери водителя от механического вскрытияИммобилайзерИндикация статуса механического замкаОткрытие дверей в один шагПротивоугонная система VOLVOПульт управления сигнализацией и центральным замком, встроенный в ключСистема ""Мертвый замок"" - Dead LockСопровождающее освещение ""дорога домой"" ОбщееДомкратМаленькое отверстие горловины топливного бакаРуководство по эксплуатации и сервисная книжка на русском языке, межсервисный пробег 20 000 кмСистема динамической стабилизации и контроля тяги, DSTCСтандарт передачи диагностической инф., хранящейся в электронном модулеТахометрТермометр наружной температурыТопливный бак, 70 литровТранспортировочный крюкФункция автоматического включения нейтральной передачи при остановке а/м и удержании педали тормоза более 5 секундЧасыШасси Comfort/TouringЭлектронный стояночный тормоз ПакетыАудио Sensus Connect PRERMIUM SOUND Harman/KardonBluetoothDVD-проигрыватель на один диск с MP3USB/IPOD разъёмЦветной дисплей 7 дюймовЗИМНИЙ (WINTER)Подогрев лобового стеклаПодогрев рулевого колесаПодогрев форсунок омывателя лобового стеклаОБЗОР (VISIBILITY)Активные фары Bi-Xenon с автоматической регулировкой уровняДатчик дождяОмыватели фарПакет освещения салонаСамозатемняющееся зеркало заднего видаДополнительное оборудованиеЭкстерьерДвойная выхлопная труба (видимая)Темно-коричневый (Ember black m)Хромированная вставка в заднем бампереХромированная накладка крышки багажника ИнтерьерКожа черный/серый потолок (standart leather comfort)Механическая регулировка поясничной поддержки КомфортБортовой компьютерТехнология - без ключа зажигания БезопасностьПарковочный радар, передний и заднийСистема предотвращения скатывания автомобиля на подъемеТормоза 16"" ОбщееКод системы токсичности, 6 (8-ая буква в VIN - L)Розетка на 12V в багажном отделенииСтарт/СтопЭлектронное ограничение скорости 230 км/ч",2.0 л / 245 л.с. / Бензин,2.0 л , 245 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hUQK-wsmMCiM7NNymTHBbuCdyPXnJRPEcO2t_2gNtaHd_rDQdTf_8mCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 175000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 245, 'price': 1370000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2014}",175 000 км,Б/у,Volvo,S80,II Рестайлинг 2,2.0 AT (245 л.с.),2021-05-12 02:14:14.416007+03:00,1620774854,2014,№ 1099845958,автоматическая,1 владелец,6 лет и 5 месяцев,Оригинал,передний,Левый,Не требует ремонта,Растаможен,1 370 000 ₽
хэтчбек 3 дв.,серебристый,"Продам автомобиль, машина в идеальном состоянии, садись и езжай. Полностью обслужена (ТО сделано месяц назад, была замена ремня ГРМ, заменены тормозные диски по кругу, стойки все новые, было обслуживание системы кондиционирования к лету, поменяны все жидкости, ГУР, антифриз и тормозная) Авто полностью в родной краске, знаю всю историю обслуживания, являюсь вторым собственником. Машина любимая, надежная, всегда была в добросовестных руках, ни разу не подвела, в салоне никогда не курили. Очень хочется передать малышку в хорошие руки! ",2.4 л / 170 л.с. / Бензин,2.4 л , 170 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2003768/6a9b7d1de1944b1341a15cf08c38c251/1200x900', 'km-age': 214000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'C30', 'modelName': 'C30', 'power': 170, 'price': 620000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",214 000 км,Б/у,Volvo,C30,I,2.4 AT (170 л.с.),2021-05-12 02:14:15.146231+03:00,1620774855,2007,№ 1103484038,автоматическая,2 владельца,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,620 000 ₽
седан,пурпурный,"Продам Шведа !!в хорошем состоянии,было не большое ДТП видно на фото. все стекла оригинал.Делал недавно ТО ,перебирали Рулевую рейку ,меняли радиатор печки,новая летняя резина (1 сезон) ,пробег оригинал. Я хозяин ,машина в хорошем состоянии ,передняя подвеска новая,поменял колодки все,остальные вопросы по телефону.",2.4 л / 140 л.с. / Бензин,2.4 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2126383/601f9aeb4fd9b1e4b0a647b4b1f054c9/1200x900', 'km-age': 256313, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S60', 'modelName': 'S60', 'power': 140, 'price': 390000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",256 313 км,Б/у,Volvo,S60,I Рестайлинг,2.4 AT (140 л.с.),2021-05-12 02:14:15.858208+03:00,1620774855,2007,№ 1102359908,автоматическая,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,390 000 ₽
внедорожник 5 дв.,синий,"Продам хороший автомобиль в хорошие руки, один из самых безопасных и надежных автомобилей. У автомобиля один собственник, автомобиль куплен у дилера. Сборка Швеция. Комплектация 2.5 AT 4WD T9 Executive (5 мест), полное описание есть в интернете.  Кожаный салон, 6 подушек безопасности, интегрированное детское кресло, штатная магнитола, присутствует Bluetooth и  AUX, машина теплая, подогрев сидений и зеркал, установлен штатный парктроник.  Система кондиционирования воздуха. Раздельный климат контроль. Круиз контроль. Датчик света и датчик дождя Мультируль. Регулировка сиденья водителя: Электропривод с памятью три положения. Система (ABS). Стекла все родные. Двигатель марки В 5254Т9, V-2,5 (турбина). Двигатель работает как часы, течей нет, сальники стоят новые, недавно заменили ремень ГРМ, помпу и ролики, свечи стоят новые. Машина была в одних руках, осуществлялось своевременное обслуживание, за автомобилем следили. Автомобиль в идеальном состоянии, пройдены все ТО, вложений не требует. Никаких ошибок в показателях электроники нет, автомобиль полностью готов к зиме, стоит новая финская шипованая резина, жидкости и фильтры все заменены, сален блоки все целые, снизу автомобиля никаких повреждений нет, днище автомобиля не гнилое, посторонних звуков нет, также заменены колодки и тормозные диски. Рулевая рейка в идеальном состоянии, течей нет. Заменены втулки стабилизатора и сам стабилизатор. Заменена угловая втулка, полный привод работает идеально. Документы, подтверждающие покупку запчастей и выполнение работ, имеются.  Есть сервисная книжка. Машина в родной покраске, менялся только задний бампер, кузов машины не пострадал. Юридически чистый. Непрокуренный салон. Любая диагностика за ваш счет. Возможен небольшой торг у автомобиля реальному покупателю. Причина продажи — нужны денежные средства.",2.5 л / 210 л.с. / Бензин,2.5 л , 210 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hUQKOwuncuiYecVn2eVB7uBcHKGnMgbEMfl5KP7b4XSJKmRQdaK_JmCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 219000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 210, 'price': 1550000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2013}",219 000 км,Б/у,Volvo,XC90,I Рестайлинг,2.5 AT (210 л.с.) 4WD,2021-05-12 02:14:16.536846+03:00,1620774856,2013,№ 1101543545,автоматическая,1 владелец,7 лет и 4 месяца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 550 000 ₽
седан,бежевый,"Автомобиль для своих лет в хорошем состоянии.Делал для себя , многое не успел сделать, продаю в связи с неожиданной покупкой другого авто.Технически автомобиль полностью исправен и на ходу , доехать может куда угодно.Из того что сделано:1. Задний подрамник со всеми сайлентблоками и задние кулаки (б/у от японки идеал состояние)2. Пружины и амортизаторы в круг новые , на передних амортизаторах усиленные опоры от хс90 и новые подшипники.3. Сайлентблоки передних рычагов новые4. Стабилизатор передний от хс90 б/у японки5. ГРМ , сальники , помпа , ролики , приводные ремни6. Стойки стабилизатора в круг новые7. Шаровые опоры новые8. АКПП заменена на контрактную (япония)9. Устранена течь воды из холодной зоны (жабо) , также покрыл шумоизоляцией пол, в планах было и двери , но не успел. 10. В декабре месяца заменил лобовое стекло (старое было в сильных сколах)11. Стоит сигнализация с автозапуском старлайн.12. Монитор (RTI) работает , но отключен в пользу адаптера yatour13. дверные шторки и шторка заднего ветрового стекла есть новые , нужно только приложить руки .14. Подлокотник есть не оригинальный (ткань целая) отдам в придачу.Технически автомобиль исправен и в ближайшее время капитальных вложений не требует.15. Передние суппорта б/у в идеале + покрашены в круг16. Про замененные масла в АКПП , ГУРе и тормозную жидкость я думаю и так понятно.17. Масло в двс и все фильтр менял каждые 6-7 т.к.м.18. Ступицы передние FAGЕсли заранее договориться могу показать автомобиль в сервисе на подъёмнике.",2.4 л / 170 л.с. / Бензин,2.4 л , 170 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4121081/61c4b9a2908a779bea73795410f707d0/1200x900', 'km-age': 495000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 170, 'price': 200000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2001}",495 000 км,Б/у,Volvo,S80,I,2.4 AT (170 л.с.),2021-05-12 02:14:17.337556+03:00,1620774857,2001,№ 1102859218,автоматическая,3 или более,2 года и 2 месяца,Оригинал,передний,Левый,Не требует ремонта,Растаможен,200 000 ₽
